Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Conseil 1 (product.metafields.custom.conseil_1),Conseil 2 (product.metafields.custom.conseil_2),Conseil 3 (product.metafields.custom.conseil_3),Question FAQ 1 (product.metafields.custom.question_faq_1),Question FAQ 2 (product.metafields.custom.question_faq_2),Question FAQ 3 (product.metafields.custom.question_faq_3),Question FAQ 4 (product.metafields.custom.question_faq_4),Titre Comment jouer (product.metafields.custom.titre_comment_jouer),Titre FAQ (product.metafields.custom.titre_faq),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Restrictions d’âge (product.metafields.shopify.age-restrictions),Caractéristiques du jeu de société (product.metafields.shopify.board-game-features),Mécanique du jeu de société (product.metafields.shopify.board-game-mechanics),Couleur (product.metafields.shopify.color-pattern),Compétences de dextérité (product.metafields.shopify.dexterity-skills),Type d’événement (product.metafields.shopify.event-type),Caractéristiques de jeu (product.metafields.shopify.game-features),Compétences de jeu (product.metafields.shopify.gameplay-skills),Rareté (product.metafields.shopify.rarity),Tranche d’âge recommandée (product.metafields.shopify.recommended-age-group),Thème (product.metafields.shopify.theme),Matériau du jeu/jouet (product.metafields.shopify.toy-game-material),Emballage de cartes à collectionner (product.metafields.shopify.trading-card-packaging),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traitres-a-bord,Traîtres A Bord !,"<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 3 à 8 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p><!----></p>
<p>Plongez dans l’univers impitoyable des pirates avec <strong data-start=""225"" data-end=""244"">Traîtres à Bord</strong>, un jeu d’ambiance mêlant bluff, stratégie et <a href=""https://shop.loufoque.fr/collections/jeux-a-identites-secretes-et-de-bluff"" title=""jeux à roles cachés"">identité secrète</a>. Chaque joueur incarne un <strong data-start=""334"" data-end=""350"">pirate loyal</strong> ou un <strong data-start=""357"" data-end=""366"">mutin</strong> caché, et doit manœuvrer pour servir ses propres intérêts. Le cœur du jeu repose sur des échanges, des alliances fragiles… et la trahison ! En 20 à 30 minutes seulement, des retournements de situation exaltants peuvent surprendre chaque participant.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/W7WdE0IP0a0?si=WDax-mWYJPafDSkl"" title=""YouTube video player""></iframe></p>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770017333138,433.0,shopify,5,deny,manual,14.90,,true,true,,,,,'3770017333138,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/traitresrecto.jpg?v=1747473650,1,jeu de bluff traître à bord,false,Traîtres à Bord – Jeu d’ambiance Pirates bluff,"Incarnez un pirate ou un mutin dans Traîtres à Bord : bluff, trahison et stratégie dans ce jeu d’identité secrète pour 3-8 joueurs.",,,,,,,,,,,,Bluffer avec crédibilité,Utiliser les cartes Action à bon escient,Observer les réactions des autres,Est-ce que Traîtres à Bord est stratégique ou purement basé sur le bluff ?,Le jeu se rejoue-t-il facilement ?,Quel est l’âge minimum recommandé pour jouer ?,Quel est le nombre idéal de joueurs pour maximiser l'expérience ?,Comment jouer au jeu ?,FAQ – Tout savoir sur Traîtres à Bord,,,,,,extension-disponible,strategie; jeux-de-role; role-cache,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
traitres-a-bord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/traitresverso.jpg?v=1747473648,2,jeu à rôles cachés traîtres à bord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
welcome-collector-edition,Welcome Collector Edition,"<p>Welcome est sans aucun doute le plus célèbre flip &amp; write ! On révèle une carte, et chaque joueur doit en même temps reporter le numéro révélé sur sa propre feuille, en veillant à le placer à l'endroit qui lui débloquera les meilleures combinaisons, et ainsi devenir le plus grand architecte de la ville !</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;"">1 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;"">25 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770006370236,1200.0,shopify,0,deny,manual,37.90,,true,true,,,,,'3770006370236,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/welcomerecto.jpg?v=1747473650,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,famille; strategie,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,archived
welcome-collector-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/welcomeverso.jpg?v=1747473648,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmooz-defis-a-2,Osmooz : Défis A 2,"<p>Brisez la routine de votre couple avec Osmooz : Défis à 2 ! Le jeu vous propose 120 défis à découvrir pour sortir des sentiers battus : partir en weekend improvisé, cuisiner un repas spécial pour votre moitié, ou encore construire une forteresse de couverture dans le salon et y passer la nuit.</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>30 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>16 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770011991327,260.0,shopify,0,deny,manual,19.90,,true,true,,,,,'3770011991327,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/osmoozdefia2recto.jpg?v=1747473649,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,,,18-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
osmooz-defis-a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/osmoozdefia2verso.jpg?v=1747473647,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dracula-vs-van-helsing,Dracula Vs Van Helsing,"<p>Dracula Vs Van Helsing est un jeu asymétrique pour 2 joueurs. Celui incarnant Van Helsing cherche à réduire les points de vie de Dracula à zéro, tandis que Dracula cherche à transformer 4 citoyens d'un même district en vampires. Un jeu d'affrontement rapide à prendre en main où les joueurs se retrouvent face à un dilemme à chaque tour.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770000282955,450.0,shopify,2,deny,manual,14.90,,true,true,,,,,'3770000282955,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/dracularecto.jpg?v=1747473648,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; simulation-de-guerre,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
dracula-vs-van-helsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/draculverso.jpg?v=1747473646,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-chip-trick,12 Chip Trick,"<p style=""text-align: left;"" align=""center"" data-mce-style=""text-align: left;"">12 Chip Trick est un jeu de pli dans lequel vous utiliserez des jetons plutôt que des cartes. Lorsque vous remportez un pli, vous scorez un des jeton qui a été joué. L'objectif : atteindre le plus gros score une fois que tous les jetons ont été joués, mais attention à ne pas dépasser 21 points, ou vous serez éliminé !</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,'3770000282962,250.0,shopify,0,deny,manual,12.90,14.90,true,true,,,,,'3770000282962,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/12chiprecto.jpg?v=1747473647,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,9-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
12-chip-trick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/12chipverso.jpg?v=1747473649,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pigeon-pigeon,Pigeon Pigeon,"<p>Pigeon Pigeon est un jeu de question délirant. Chaque équipe pioche une question, puis écrit la réponse sur une des 3 cases de sa feuille.</p>
<p>Ensuite, les coéquipiers se mettent d'accord pour écrire 2 fausses réponses pour compléter les deux autres cases. Une fois cette étape terminée, la question est posée à l'équipe adverse, en leur fournissant les 3 propositions de réponses.</p>
<p>Pour répondre, l'équipe interrogée doit miser l'intégralité de ses jetons en les répartissant comme elle le souhaite parmi les 3 réponses. Seuls les jetons bien misés sont récupérés, les autres sont perdus ! La première équipe qui n'a plus de jetons a perdu !</p>
<p> </p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 10 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">20 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">14 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3701380500018,800.0,shopify,1,deny,manual,25.90,,true,true,,,,,'3701380500018,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/pigeonrecto.jpg?v=1747473646,1,"",false,Acheter Pigeon Pigeon,"Pigeon Pigeon est un jeu de questions de culture général hilarant, rempli de questions aux réponses improbables et de fun facts.",,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions; quiz-et-culture-generale-1,rouge,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
pigeon-pigeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/pigeonverso.jpg?v=1747473644,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crack-list-bonus-1,Crack List + Bonus #1,"<p>160 nouvelles cartes à intégrer au jeu de base Crack List !</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""><strong> 2 à 8 joueurs</strong></td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;""><strong>30 min</strong></td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;""><strong>10 ans et +</strong></td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770025813103,130.0,shopify,0,deny,manual,9.90,,true,true,,,,,'3770025813103,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/cracklistebonusrecto.jpg?v=1747473645,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,questions,rouge,,,,dexterite; concentration,,9-ans-ou-plus,,papier-carton,,,,,,,kg,,,archived
rivages,Rivages,"<p>Dans Rivages, partez en exploration sur votre île, remplissez les différents objectifs, évoluez sur votre arbre de compétences et collectez un maximum de points. Muni d'un feutre, vous devrez vous vous déplacerez sur votre île en traçant votre chemin, de façon la plus optimale possible. Le joueur ayant le plus de points à la fin sera le grand gagnant !</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"" data-mce-style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"" data-mce-style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"" data-mce-style=""height: 19.6px; width: 30.704%; text-align: center;"">1 à 5 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"" data-mce-style=""width: 42.1288%; text-align: center; height: 19.6px;"">25 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"" data-mce-style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3760273010430,781.0,shopify,0,deny,manual,17.90,,true,true,,,,,'3760273010430,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/rivagesrecto.jpg?v=1747473646,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echange-de-cartes; famille; aventure-et-voyage; strategie,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
rivages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/rivagesvesro.jpg?v=1747473644,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temple-code,Temple Code,"<p>Temple Code est un jeu de déduction dans lequel chaque joueur cherche à trouver son code le plus rapidement possible. Les joueurs disposent chacun d'une combinaison à découvrir, et de cartes posées devant eux. A tour de rôle, chaque joueur doit choisir une carte disposée devant un adversaire, et la comparer avec leur carte code grâce à une indication située sur le bord de chaque carte. Le premier à craquer sa combinaison est le gagnant !</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">1 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",true,Title,Default Title,,,,,,,,'3770001874203,511.0,shopify,2,deny,manual,12.72,15.90,true,true,,,,,'3770001874203,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/templecoderecto.jpg?v=1747473646,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deduction-et-detectives,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
temple-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/templecodeverso.jpg?v=1747473644,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedale,Dédale,"<p>Relevez 10 défis de plus en plus difficiles pour aider le célèbre architecte de l'antiquité Dédale à enfermer le minotaure ! De nombreux nouveaux défis sont disponibles en ligne. Un jeu coopératif au petit format parfait pour se creuser les méninges.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">1 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">10 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Card Games,"","",false,Title,Default Title,,,,,,,,'3770016698047,156.0,shopify,0,deny,manual,10.90,,true,true,,,,,'3770016698047,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/dedalerecto.jpg?v=1747473644,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,extension-disponible,construction; deduction-et-detectives; cooperative,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
dedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/dedaleverso.jpg?v=1747473643,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
living-forest,Living Forest,"<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">40 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p><!----></p>
<p><meta charset=""UTF-8"">Living Forest est un jeu de société stratégique et immersif où vous incarnez un gardien de la forêt en lutte contre les forces destructrices.</p>
<p>Avec une mécanique originale mêlant exploration de forêt, gestion de ressources et course tactique<span>, chaque joueur devra prendre des décisions réfléchies pour protéger la forêt, faire appel aux esprits de la nature et éloigner un incendie imminent. Accessible à toute la famille tout en proposant une vraie profondeur stratégique, </span><em data-start=""550"" data-end=""565"">Living Forest</em><span> promet des parties pleines de tension, de choix et de rebondissements.</span></p>
<p><span><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/qAXZpx0G0G4?si=w2b5F3FUeEs98VGp"" title=""YouTube video player""></iframe></span></p>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760269592100,1650.0,shopify,1,deny,manual,33.90,,true,true,,,,,'3760269592100,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/livingforestrecto.jpg?v=1747473643,1,jeu de société living Forest ,false,Living Forest – Jeu de stratégie Nature et Tactique,"Living Forest : jeu de stratégie immersif. Protégez la forêt, collectez des ressources et luttez contre le feu dans ce défi tactique captivant.",,,,,,,,,,,,Anticiper la progression du feu,Diversifier vos actions,Exploiter les capacités des compagnons,Qu’est‑ce qui rend Living Forest unique ?,Le jeu est‑il facile à apprendre ?,Y a‑t‑il de la compétition ou de la coopération ?,Le jeu est‑il rejouable ?,Comment jouer au jeu Living Forest ?,FAQ – Tout savoir sur Living Forest,,,,,,,strategie; aventure-et-voyage,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
living-forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/livingforestverso.jpg?v=1747473641,2,jeu de société living Forest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colt-express,Colt Express : Edition Anniversaire,"<p>Colt Express est un jeu multi récompensé dans lequel les joueurs incarnent des cow boy qui vont s'affronter à bord d'un train pour piller le plus d'argent ! Mais attention car le Marshall rôde à bord et n'hésitera pas à user de la force pour les mettre en déroute ! A tour de rôle, chaque joueur programme son action. Une fois toutes les actions de la manche programmées, on les résout dans l'ordre de façon à dérouler l'histoire. Mais tout ne passe pas toujours comme prévu ! Objectif : être le plus riche à la fin des 5 rounds !</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 2 à 6 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">40 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770002176313,1220.0,shopify,1,deny,manual,31.50,,true,true,,,,,'3770002176313,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/coltexpressrecto.jpg?v=1747473643,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; aventure-et-voyage,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
colt-express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/coltexpressverso.jpg?v=1747473641,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro-macro-epic-cases,Micro Macro Epic Cases,"<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<p><!----></p>
<p data-start=""26"" data-end=""541"">Découvrez une nouvelle manière de mener l’enquête avec <strong data-start=""81"" data-end=""107"">Micro Macro Epic Cases</strong>, une extension captivante qui enrichit l’univers de Crime City. Ce jeu d’observation et de déduction vous plonge dans des affaires inédites, plus complexes et immersives que jamais. Grâce à une immense carte pleine de détails et des scénarios scénarisés, chaque partie devient une véritable enquête policière. Parfait pour les amateurs de réflexion et de jeux coopératifs, ce contenu additionnel renouvelle complètement l’expérience.</p>",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770033532058,240.0,shopify,1,deny,manual,13.90,,true,true,,,,,'3770033532058,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/micromacroepicrecto.jpg?v=1747473642,1,"",false,Micro Macro Epic Cases – Extension jeu enquête,Micro Macro Epic Cases propose des enquêtes inédites et immersives pour prolonger vos investigations dans Crime City.,,,,,,,,,,,,Analyser la chronologie des événements,Explorer toute la carte sans exception,Croiser les indices visuels,Est-ce un jeu indépendant ou une extension ?,Qu’apporte cette version Epic Cases ?,Peut-on jouer avec n’importe quelle carte Micro Macro ?,Les enquêtes sont-elles plus difficiles ?,Comment jouer au jeu ?,FAQ – Tout savoir sur Micro Macro Epic Cases,,,,,,extension-disponible,,rouge; multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
micro-macro-epic-cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/micromacroepicverso.jpg?v=1747473640,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
